sgRNA	Gene	t0	iPSC_t10_1	iPSC_t10_2
S100A4_+_153517914.23-P1P2_h1_Top5	S100A4	1393.0	2910.0	2782.0
S100A4_-_153517520.23-P1P2_h1_Top5	S100A4	856.0	1706.0	1604.0
S100A4_-_153517830.23-P1P2_h1_Top5	S100A4	1573.0	3317.0	4055.0
S100A4_-_153517933.23-P1P2_h1_Top5	S100A4	2266.0	5521.0	5591.0
S100A4_-_153518261.23-P1P2_h1_Top5	S100A4	1999.0	6108.0	6519.0
S100A7_+_153432620.23-P1P2_h1_Top5	S100A7	3894.0	6681.0	7745.0
S100A7_-_153432672.23-P1P2_h1_Top5	S100A7	3523.0	8294.0	6635.0
S100A7_-_153432768.23-P1P2_h1_Top5	S100A7	1514.0	3591.0	3156.0
S100A7_-_153432779.23-P1P2_h1_Top5	S100A7	2935.0	7522.0	6526.0
S100A7_-_153432782.23-P1P2_h1_Top5	S100A7	648.0	1012.0	1103.0
S100B_+_48024930.23-P1P2_h1_Top5	S100B	562.0	277.0	302.0
S100B_+_48024942.23-P1P2_h1_Top5	S100B	1805.0	3073.0	3803.0
S100B_+_48024946.23-P1P2_h1_Top5	S100B	711.0	2798.0	2495.0
S100B_-_48024993.23-P1P2_h1_Top5	S100B	443.0	827.0	809.0
S100B_-_48025006.23-P1P2_h1_Top5	S100B	799.0	1245.0	1525.0
S100G_+_16668322.23-P1P2_h1_Top5	S100G	3436.0	9435.0	9783.0
S100G_+_16668356.23-P1P2_h1_Top5	S100G	5780.0	13586.0	14252.0
S100G_+_16668570.23-P1P2_h1_Top5	S100G	1516.0	3225.0	3497.0
S100G_-_16668326.23-P1P2_h1_Top5	S100G	3590.0	9535.0	9167.0
S100G_-_16668520.23-P1P2_h1_Top5	S100G	2395.0	5866.0	5142.0
S100P_+_6695596.23-P1P2_h1_Top5	S100P	1833.0	3552.0	3829.0
S100P_-_6695684.23-P1P2_h1_Top5	S100P	1542.0	3635.0	3566.0
S100P_-_6695907.23-P1P2_h1_Top5	S100P	626.0	1509.0	1082.0
S100P_-_6695980.23-P1P2_h1_Top5	S100P	432.0	1201.0	784.0
S100P_-_6695983.23-P1P2_h1_Top5	S100P	525.0	1091.0	1232.0
SAA1_+_18287752.23-P1P2_h1_Top5	SAA1	1801.0	3758.0	4085.0
SAA1_+_18287761.23-P1P2_h1_Top5	SAA1	3098.0	8101.0	7782.0
SAA1_-_18287768.23-P1P2_h1_Top5	SAA1	1462.0	3476.0	4007.0
SAA1_-_18287808.23-P1P2_h1_Top5	SAA1	551.0	1176.0	1131.0
SAA1_-_18288218.23-P1P2_h1_Top5	SAA1	2120.0	5049.0	5968.0
SACM1L_-_45730829.23-P1P2_h1_Top5	SACM1L	1267.0	704.0	495.0
SACM1L_-_45730878.23-P1P2_h1_Top5	SACM1L	3029.0	5956.0	5570.0
SACM1L_-_45730905.23-P1P2_h1_Top5	SACM1L	1511.0	740.0	456.0
SACM1L_-_45730908.23-P1P2_h1_Top5	SACM1L	1219.0	1067.0	750.0
SACM1L_-_45730966.23-P1P2_h1_Top5	SACM1L	2119.0	1864.0	2806.0
SAR1B_+_133968072.23-P1P2_h1_Top5	SAR1B	2180.0	5049.0	5060.0
SAR1B_+_133968297.23-P1P2_h1_Top5	SAR1B	947.0	2685.0	1540.0
SAR1B_+_133968380.23-P1P2_h1_Top5	SAR1B	485.0	1598.0	1370.0
SAR1B_+_133968439.23-P1P2_h1_Top5	SAR1B	3016.0	7267.0	6624.0
SAR1B_-_133968335.23-P1P2_h1_Top5	SAR1B	1892.0	4953.0	4681.0
SARS_+_109756924.23-P1P2_h1_Top5	SARS	213.0	38.0	177.0
SARS_+_109756978.23-P1P2_h1_Top5	SARS	63.0	435.0	385.0
SARS_-_109756557.23-P1P2_h1_Top5	SARS	200.0	31.0	64.0
SARS_-_109756597.23-P1P2_h1_Top5	SARS	57.0	374.0	267.0
SBF1_+_50912969.23-P1P2_h1_Top5	SBF1	2176.0	5736.0	5592.0
SBF1_+_50913006.23-P1P2_h1_Top5	SBF1	1114.0	2920.0	2710.0
SBF1_+_50913049.23-P1P2_h1_Top5	SBF1	1277.0	3831.0	3965.0
SBF1_+_50913077.23-P1P2_h1_Top5	SBF1	2953.0	9124.0	10045.0
SBF1_+_50913422.23-P1P2_h1_Top5	SBF1	2883.0	6627.0	6817.0
SBF2_+_10315554.23-P1P2_h1_Top5	SBF2	2654.0	8115.0	8606.0
SBF2_+_10315672.23-P1P2_h1_Top5	SBF2	1990.0	386.0	519.0
SBF2_+_10315739.23-P1P2_h1_Top5	SBF2	1587.0	3452.0	3794.0
SBF2_-_10315286.23-P1P2_h1_Top5	SBF2	1317.0	2794.0	2649.0
SBF2_-_10315514.23-P1P2_h1_Top5	SBF2	748.0	1693.0	1860.0
SBK1_+_28303849.23-P1P2_h1_Top5	SBK1	1305.0	2669.0	2630.0
SBK1_+_28304073.23-P1P2_h1_Top5	SBK1	2178.0	5135.0	5407.0
SBK1_+_28304264.23-P1P2_h1_Top5	SBK1	1019.0	2692.0	2295.0
SBK1_-_28304002.23-P1P2_h1_Top5	SBK1	1032.0	3205.0	3255.0
SBK1_-_28304204.23-P1P2_h1_Top5	SBK1	2962.0	7140.0	8138.0
SBK2_+_56048200.23-P1P2_h1_Top5	SBK2	625.0	293.0	342.0
SBK2_+_56048245.23-P1P2_h1_Top5	SBK2	3130.0	6275.0	6920.0
SBK2_+_56048448.23-P1P2_h1_Top5	SBK2	2691.0	5953.0	6447.0
SBK2_-_56048060.23-P1P2_h1_Top5	SBK2	1545.0	3746.0	4013.0
SBK2_-_56048071.23-P1P2_h1_Top5	SBK2	2266.0	4858.0	4743.0
SCARB1_+_125347917.23-P1P2_h1_Top5	SCARB1	1283.0	537.0	485.0
SCARB1_-_125348347.23-P1P2_h1_Top5	SCARB1	1347.0	3285.0	3264.0
SCARB1_-_125348377.23-P1P2_h1_Top5	SCARB1	998.0	1564.0	1324.0
SCARB1_-_125348382.23-P1P2_h1_Top5	SCARB1	1080.0	2760.0	2217.0
SCARB1_-_125348396.23-P1P2_h1_Top5	SCARB1	1620.0	2429.0	2276.0
SCGB1A1_+_62186533.23-P1P2_h1_Top5	SCGB1A1	2532.0	6208.0	5941.0
SCGB1A1_+_62186562.23-P1P2_h1_Top5	SCGB1A1	2614.0	6701.0	6335.0
SCGB1A1_+_62186589.23-P1P2_h1_Top5	SCGB1A1	1377.0	2440.0	2366.0
SCGB1A1_+_62186952.23-P1P2_h1_Top5	SCGB1A1	2357.0	6346.0	6701.0
SCGB1A1_-_62186542.23-P1P2_h1_Top5	SCGB1A1	2261.0	6049.0	6898.0
SCLY_+_238969776.23-ENST00000254663.6,ENST00000555827.1_h1_Top5	SCLY_ENST00000254663.6,ENST00000555827.1	1155.0	4052.0	3887.0
SCLY_-_238969756.23-ENST00000254663.6,ENST00000555827.1_h1_Top5	SCLY_ENST00000254663.6,ENST00000555827.1	964.0	1999.0	2534.0
SCLY_-_238969931.23-ENST00000254663.6,ENST00000555827.1_h1_Top5	SCLY_ENST00000254663.6,ENST00000555827.1	969.0	2878.0	2527.0
SCLY_-_238969949.23-ENST00000254663.6,ENST00000555827.1_h1_Top5	SCLY_ENST00000254663.6,ENST00000555827.1	3403.0	6823.0	7564.0
SCLY_-_238969978.23-ENST00000254663.6,ENST00000555827.1_h1_Top5	SCLY_ENST00000254663.6,ENST00000555827.1	998.0	2050.0	2405.0
SCMH1_+_41626493.23-ENST00000326197.7_h1_Top5	SCMH1_ENST00000326197.7	3687.0	8048.0	9199.0
SCMH1_+_41626545.23-ENST00000326197.7_h1_Top5	SCMH1_ENST00000326197.7	551.0	1269.0	1690.0
SCMH1_+_41626552.23-ENST00000326197.7_h1_Top5	SCMH1_ENST00000326197.7	1290.0	2655.0	3032.0
SCMH1_+_41627029.23-ENST00000402904.2_h1_Top5	SCMH1_ENST00000402904.2	889.0	1783.0	2055.0
SCMH1_+_41627034.23-ENST00000402904.2_h1_Top5	SCMH1_ENST00000402904.2	2039.0	5540.0	6520.0
SCMH1_-_41626430.23-ENST00000326197.7_h1_Top5	SCMH1_ENST00000326197.7	2440.0	6269.0	6131.0
SCMH1_-_41626498.23-ENST00000326197.7_h1_Top5	SCMH1_ENST00000326197.7	1236.0	3161.0	3884.0
SCMH1_-_41626628.23-ENST00000402904.2_h1_Top5	SCMH1_ENST00000402904.2	1729.0	4534.0	4453.0
SCMH1_-_41626645.23-ENST00000402904.2_h1_Top5	SCMH1_ENST00000402904.2	3216.0	8946.0	8994.0
SCMH1_-_41627112.23-ENST00000402904.2_h1_Top5	SCMH1_ENST00000402904.2	570.0	1515.0	1016.0
SCN10A_+_38835213.23-ENST00000449082.2_h1_Top5	SCN10A_ENST00000449082.2	1419.0	3123.0	3574.0
SCN10A_-_38835251.23-ENST00000449082.2_h1_Top5	SCN10A_ENST00000449082.2	864.0	1585.0	1493.0
SCN10A_-_38835269.23-ENST00000449082.2_h1_Top5	SCN10A_ENST00000449082.2	1556.0	2658.0	3656.0
SCN10A_-_38835311.23-ENST00000449082.2_h1_Top5	SCN10A_ENST00000449082.2	2565.0	6261.0	6383.0
SCN10A_-_38835462.23-ENST00000449082.2_h1_Top5	SCN10A_ENST00000449082.2	878.0	1881.0	1543.0
SCN11A_+_38991609.23-ENST00000302328.3,ENST00000450244.1_h1_Top5	SCN11A_ENST00000302328.3,ENST00000450244.1	2610.0	5462.0	6603.0
SCN11A_+_38992029.23-ENST00000302328.3,ENST00000450244.1_h1_Top5	SCN11A_ENST00000302328.3,ENST00000450244.1	247.0	431.0	762.0
SCN11A_+_38992032.23-ENST00000302328.3,ENST00000450244.1_h1_Top5	SCN11A_ENST00000302328.3,ENST00000450244.1	2186.0	4950.0	5864.0
SCN11A_-_38991624.23-ENST00000302328.3,ENST00000450244.1_h1_Top5	SCN11A_ENST00000302328.3,ENST00000450244.1	3808.0	8052.0	9734.0
SCN11A_-_38991801.23-ENST00000302328.3,ENST00000450244.1_h1_Top5	SCN11A_ENST00000302328.3,ENST00000450244.1	835.0	1464.0	1726.0
SCN1A_+_166929645.23-ENST00000303395.4,ENST00000423058.2_h1_Top5	SCN1A_ENST00000303395.4,ENST00000423058.2	930.0	1986.0	2008.0
SCN1A_+_166930061.23-ENST00000303395.4,ENST00000423058.2_h1_Top5	SCN1A_ENST00000303395.4,ENST00000423058.2	1222.0	3760.0	3833.0
SCN1A_+_166930127.23-ENST00000303395.4,ENST00000423058.2_h1_Top5	SCN1A_ENST00000303395.4,ENST00000423058.2	3585.0	8129.0	9139.0
SCN1A_-_166929817.23-ENST00000303395.4,ENST00000423058.2_h1_Top5	SCN1A_ENST00000303395.4,ENST00000423058.2	5052.0	12580.0	11964.0
SCN1A_-_166930100.23-ENST00000303395.4,ENST00000423058.2_h1_Top5	SCN1A_ENST00000303395.4,ENST00000423058.2	3012.0	7676.0	8107.0
SCN1B_-_35521391.23-P1P2_h1_Top5	SCN1B	1779.0	4901.0	4929.0
SCN1B_-_35521422.23-P1P2_h1_Top5	SCN1B	991.0	510.0	464.0
SCN1B_-_35521430.23-P1P2_h1_Top5	SCN1B	1391.0	2637.0	2423.0
SCN1B_-_35521446.23-P1P2_h1_Top5	SCN1B	895.0	1982.0	2455.0
SCN1B_-_35521732.23-P1P2_h1_Top5	SCN1B	977.0	2565.0	2826.0
SCN2A_+_166095938.23-P1P2_h1_Top5	SCN2A	5415.0	12690.0	12769.0
SCN2A_-_166095976.23-P1P2_h1_Top5	SCN2A	2304.0	5458.0	5922.0
SCN2A_-_166095992.23-P1P2_h1_Top5	SCN2A	629.0	1602.0	1271.0
SCN2A_-_166096383.23-P1P2_h1_Top5	SCN2A	1265.0	3084.0	3858.0
SCN2A_-_166096427.23-P1P2_h1_Top5	SCN2A	2071.0	5643.0	6377.0
SCN2B_+_118046952.23-P1P2_h1_Top5	SCN2B	449.0	606.0	932.0
SCN2B_+_118047292.23-P1P2_h1_Top5	SCN2B	1604.0	4831.0	5246.0
SCN2B_-_118046909.23-P1P2_h1_Top5	SCN2B	1866.0	5478.0	5695.0
SCN2B_-_118047107.23-P1P2_h1_Top5	SCN2B	2598.0	7294.0	7076.0
SCN2B_-_118047358.23-P1P2_h1_Top5	SCN2B	1741.0	3797.0	3738.0
SCN3A_+_166060129.23-P1P2_h1_Top5	SCN3A	3847.0	9724.0	9348.0
SCN3A_+_166060199.23-P1P2_h1_Top5	SCN3A	3169.0	8611.0	8100.0
SCN3A_+_166060543.23-P1P2_h1_Top5	SCN3A	912.0	2855.0	2651.0
SCN3A_+_166060552.23-P1P2_h1_Top5	SCN3A	2669.0	7170.0	7681.0
SCN3A_-_166060301.23-P1P2_h1_Top5	SCN3A	1881.0	6397.0	6223.0
SCN4A_+_62049807.23-P1P2_h1_Top5	SCN4A	821.0	1675.0	1492.0
SCN4A_-_62049835.23-P1P2_h1_Top5	SCN4A	2588.0	6131.0	5795.0
SCN4A_-_62049839.23-P1P2_h1_Top5	SCN4A	2617.0	5786.0	5059.0
SCN4A_-_62050214.23-P1P2_h1_Top5	SCN4A	2484.0	5848.0	5797.0
SCN4A_-_62050234.23-P1P2_h1_Top5	SCN4A	1508.0	3237.0	3178.0
SCN4B_+_118023016.23-P1P2_h1_Top5	SCN4B	2478.0	6569.0	6116.0
SCN4B_+_118023499.23-P1P2_h1_Top5	SCN4B	2777.0	6824.0	6817.0
SCN4B_-_118023129.23-P1P2_h1_Top5	SCN4B	3978.0	9816.0	10369.0
SCN4B_-_118023437.23-P1P2_h1_Top5	SCN4B	2101.0	5712.0	5264.0
SCN4B_-_118023465.23-P1P2_h1_Top5	SCN4B	791.0	478.0	608.0
SCN5A_+_38691118.23-P1P2_h1_Top5	SCN5A	2009.0	5440.0	4412.0
SCN5A_+_38691154.23-P1P2_h1_Top5	SCN5A	1006.0	2426.0	1990.0
SCN5A_+_38691168.23-P1P2_h1_Top5	SCN5A	1773.0	4846.0	5193.0
SCN5A_-_38690758.23-P1P2_h1_Top5	SCN5A	2121.0	4184.0	2932.0
SCN5A_-_38690762.23-P1P2_h1_Top5	SCN5A	1420.0	2926.0	2361.0
SCN9A_+_167232010.23-P1P2_h1_Top5	SCN9A	470.0	955.0	528.0
SCN9A_+_167232052.23-P1P2_h1_Top5	SCN9A	1041.0	3457.0	2810.0
SCN9A_+_167232416.23-P1P2_h1_Top5	SCN9A	3350.0	7085.0	7506.0
SCN9A_+_167232419.23-P1P2_h1_Top5	SCN9A	1176.0	2518.0	2218.0
SCN9A_-_167232085.23-P1P2_h1_Top5	SCN9A	1461.0	4329.0	4014.0
SCNN1A_+_6484217.23-P1P2_h1_Top5	SCNN1A	554.0	1477.0	1525.0
SCNN1A_+_6484231.23-P1P2_h1_Top5	SCNN1A	1278.0	4027.0	4519.0
SCNN1A_+_6484256.23-P1P2_h1_Top5	SCNN1A	1229.0	3531.0	3620.0
SCNN1A_+_6484591.23-P1P2_h1_Top5	SCNN1A	1182.0	2560.0	2707.0
SCNN1A_-_6484198.23-P1P2_h1_Top5	SCNN1A	1149.0	1856.0	2566.0
SCNN1B_+_23313619.23-P1P2_h1_Top5	SCNN1B	2391.0	5824.0	6365.0
SCNN1B_+_23313704.23-P1P2_h1_Top5	SCNN1B	2844.0	6329.0	6033.0
SCNN1B_+_23313707.23-P1P2_h1_Top5	SCNN1B	2993.0	6627.0	8261.0
SCNN1B_+_23313895.23-P1P2_h1_Top5	SCNN1B	1801.0	5075.0	4795.0
SCNN1B_-_23314049.23-P1P2_h1_Top5	SCNN1B	1475.0	3919.0	3295.0
SCNN1D_+_1217412.23-P2_h1_Top5	SCNN1D_P2	1055.0	2525.0	2309.0
SCNN1D_+_1217472.23-P2_h1_Top5	SCNN1D_P2	3125.0	6721.0	7306.0
SCNN1D_+_1217814.23-P2_h1_Top5	SCNN1D_P2	1345.0	3535.0	3787.0
SCNN1D_+_1217823.23-P2_h1_Top5	SCNN1D_P2	683.0	447.0	661.0
SCNN1D_+_1219839.23-P1_h1_Top5	SCNN1D_P1	1717.0	4501.0	4440.0
SCNN1D_+_1219842.23-P1_h1_Top5	SCNN1D_P1	634.0	2239.0	1763.0
SCNN1D_-_1217792.23-P2_h1_Top5	SCNN1D_P2	2874.0	5923.0	6481.0
SCNN1D_-_1219407.23-P1_h1_Top5	SCNN1D_P1	1714.0	4085.0	3901.0
SCNN1D_-_1219430.23-P1_h1_Top5	SCNN1D_P1	1753.0	3820.0	3816.0
SCNN1D_-_1219456.23-P1_h1_Top5	SCNN1D_P1	1141.0	465.0	476.0
SCNN1G_+_23194059.23-P1P2_h1_Top5	SCNN1G	63.0	48.0	111.0
SCNN1G_+_23194100.23-P1P2_h1_Top5	SCNN1G	939.0	2026.0	1595.0
SCNN1G_+_23194313.23-P1P2_h1_Top5	SCNN1G	1382.0	2871.0	2952.0
SCNN1G_+_23194468.23-P1P2_h1_Top5	SCNN1G	1694.0	4601.0	4184.0
SCNN1G_-_23194053.23-P1P2_h1_Top5	SCNN1G	3127.0	6900.0	6815.0
SCPEP1_+_55055504.23-P1P2_h1_Top5	SCPEP1	661.0	1498.0	1963.0
SCPEP1_+_55055545.23-P1P2_h1_Top5	SCPEP1	3158.0	6548.0	5980.0
SCPEP1_+_55055973.23-P1P2_h1_Top5	SCPEP1	1743.0	3693.0	4067.0
SCPEP1_-_55055523.23-P1P2_h1_Top5	SCPEP1	1493.0	3758.0	4682.0
SCPEP1_-_55055935.23-P1P2_h1_Top5	SCPEP1	1955.0	3966.0	3569.0
SCTR_+_120281511.23-P1P2_h1_Top5	SCTR	725.0	1258.0	1201.0
SCTR_+_120281514.23-P1P2_h1_Top5	SCTR	1029.0	2387.0	3075.0
SCTR_+_120281965.23-P1P2_h1_Top5	SCTR	2075.0	4938.0	5318.0
SCTR_-_120281574.23-P1P2_h1_Top5	SCTR	1245.0	3960.0	3570.0
SCTR_-_120281927.23-P1P2_h1_Top5	SCTR	1242.0	2553.0	2526.0
SCYL1_+_65292574.23-P1P2_h1_Top5	SCYL1	1144.0	2349.0	2149.0
SCYL1_+_65292982.23-P1P2_h1_Top5	SCYL1	3431.0	7565.0	8388.0
SCYL1_-_65292594.23-P1P2_h1_Top5	SCYL1	621.0	1996.0	2075.0
SCYL1_-_65292911.23-P1P2_h1_Top5	SCYL1	1215.0	3208.0	3096.0
SCYL1_-_65293013.23-P1P2_h1_Top5	SCYL1	156.0	698.0	291.0
SCYL2_+_100661199.23-P1P2_h1_Top5	SCYL2	838.0	984.0	897.0
SCYL2_-_100661185.23-P1P2_h1_Top5	SCYL2	2369.0	4801.0	4852.0
SCYL2_-_100661215.23-P1P2_h1_Top5	SCYL2	1661.0	2657.0	3519.0
SCYL2_-_100661218.23-P1P2_h1_Top5	SCYL2	2071.0	5241.0	5066.0
SCYL2_-_100661262.23-P1P2_h1_Top5	SCYL2	810.0	253.0	306.0
SCYL3_+_169862650.23-P1P2_h1_Top5	SCYL3	523.0	1483.0	912.0
SCYL3_+_169862653.23-P1P2_h1_Top5	SCYL3	126.0	0.0	0.0
SCYL3_+_169862869.23-P1P2_h1_Top5	SCYL3	1841.0	4733.0	4832.0
SCYL3_+_169863015.23-P1P2_h1_Top5	SCYL3	2815.0	6254.0	6634.0
SCYL3_+_169863030.23-P1P2_h1_Top5	SCYL3	1828.0	4914.0	5229.0
SDF2_+_26988585.23-P1P2_h1_Top5	SDF2	2837.0	6577.0	8194.0
SDF2_+_26988890.23-P1P2_h1_Top5	SDF2	563.0	647.0	240.0
SDF2_+_26988894.23-P1P2_h1_Top5	SDF2	1344.0	417.0	270.0
SDF2_+_26989101.23-P1P2_h1_Top5	SDF2	2160.0	4224.0	4481.0
SDF2_-_26988637.23-P1P2_h1_Top5	SDF2	1008.0	859.0	1237.0
SDHA_+_218895.23-P1P2_h1_Top5	SDHA	3989.0	10978.0	10874.0
SDHA_+_218905.23-P1P2_h1_Top5	SDHA	1246.0	2644.0	3153.0
SDHA_-_218477.23-P1P2_h1_Top5	SDHA	1484.0	2777.0	2686.0
SDHA_-_218484.23-P1P2_h1_Top5	SDHA	1788.0	3957.0	4004.0
SDHA_-_218663.23-P1P2_h1_Top5	SDHA	1209.0	2309.0	3322.0
SDSL_+_113860559.23-P1P2_h1_Top5	SDSL	1671.0	3864.0	3618.0
SDSL_-_113860273.23-P1P2_h1_Top5	SDSL	1601.0	3892.0	3802.0
SDSL_-_113860507.23-P1P2_h1_Top5	SDSL	2050.0	1615.0	2163.0
SDSL_-_113860565.23-P1P2_h1_Top5	SDSL	1224.0	2559.0	2345.0
SDSL_-_113860660.23-P1P2_h1_Top5	SDSL	1091.0	1826.0	2127.0
SDS_+_113841691.23-P1P2_h1_Top5	SDS	1407.0	3321.0	3063.0
SDS_-_113841621.23-P1P2_h1_Top5	SDS	1018.0	2943.0	2303.0
SDS_-_113841624.23-P1P2_h1_Top5	SDS	1106.0	2090.0	2189.0
SDS_-_113841656.23-P1P2_h1_Top5	SDS	1724.0	4120.0	3516.0
SDS_-_113841659.23-P1P2_h1_Top5	SDS	1532.0	4169.0	4286.0
SEC14L2_+_30793323.23-P1P2_h1_Top5	SEC14L2	590.0	1646.0	1586.0
SEC14L2_+_30793386.23-P1P2_h1_Top5	SEC14L2	1154.0	3307.0	3575.0
SEC14L2_-_30793282.23-P1P2_h1_Top5	SEC14L2	1864.0	3375.0	3452.0
SEC14L2_-_30793394.23-P1P2_h1_Top5	SEC14L2	884.0	1930.0	1644.0
SEC14L2_-_30793453.23-P1P2_h1_Top5	SEC14L2	2286.0	5032.0	5212.0
SEC14L3_+_30867557.23-P1P2_h1_Top5	SEC14L3	293.0	211.0	373.0
SEC14L3_+_30867610.23-P1P2_h1_Top5	SEC14L3	564.0	1333.0	1236.0
SEC14L3_+_30867852.23-P1P2_h1_Top5	SEC14L3	4473.0	10285.0	9501.0
SEC14L3_-_30867533.23-P1P2_h1_Top5	SEC14L3	1346.0	2898.0	3520.0
SEC14L3_-_30867970.23-P1P2_h1_Top5	SEC14L3	945.0	2391.0	2941.0
SEC14L4_+_30901645.23-P1P2_h1_Top5	SEC14L4	1550.0	1120.0	1231.0
SEC14L4_+_30901648.23-P1P2_h1_Top5	SEC14L4	1184.0	3237.0	2957.0
SEC14L4_+_30901656.23-P1P2_h1_Top5	SEC14L4	1234.0	3423.0	3532.0
SEC14L4_+_30901673.23-P1P2_h1_Top5	SEC14L4	1268.0	2501.0	2192.0
SEC14L4_-_30901625.23-P1P2_h1_Top5	SEC14L4	6.0	0.0	26.0
SELE_+_169702866.23-P1P2_h1_Top5	SELE	1565.0	3879.0	3416.0
SELE_+_169703166.23-P1P2_h1_Top5	SELE	222.0	525.0	734.0
SELE_-_169702845.23-P1P2_h1_Top5	SELE	4653.0	11656.0	11713.0
SELE_-_169703154.23-P1P2_h1_Top5	SELE	1558.0	4581.0	4607.0
SELE_-_169703233.23-P1P2_h1_Top5	SELE	3084.0	6598.0	6242.0
SELP_+_169598943.23-P1P2_h1_Top5	SELP	118.0	447.0	685.0
SELP_+_169599242.23-P1P2_h1_Top5	SELP	2321.0	4407.0	4861.0
SELP_+_169599347.23-P1P2_h1_Top5	SELP	2602.0	6557.0	6269.0
SELP_+_169599351.23-P1P2_h1_Top5	SELP	5056.0	13008.0	12698.0
SELP_+_169599378.23-P1P2_h1_Top5	SELP	2376.0	5876.0	5026.0
SEPSECS_-_25161998.23-P1P2_h1_Top5	SEPSECS	178.0	24.0	4.0
SEPSECS_-_25162001.23-P1P2_h1_Top5	SEPSECS	1590.0	413.0	301.0
SEPSECS_-_25162021.23-P1P2_h1_Top5	SEPSECS	1759.0	640.0	629.0
SEPSECS_-_25162054.23-P1P2_h1_Top5	SEPSECS	1207.0	911.0	835.0
SEPSECS_-_25162088.23-P1P2_h1_Top5	SEPSECS	1796.0	204.0	176.0
SERPINA1_+_94854859.23-P1_h1_Top5	SERPINA1_P1	2178.0	4174.0	4472.0
SERPINA1_+_94856474.23-P2_h1_Top5	SERPINA1_P2	518.0	1054.0	1347.0
SERPINA1_+_94856519.23-P2_h1_Top5	SERPINA1_P2	2649.0	5630.0	6758.0
SERPINA1_+_94856939.23-P2_h1_Top5	SERPINA1_P2	687.0	1904.0	2340.0
SERPINA1_-_94854496.23-P1_h1_Top5	SERPINA1_P1	1426.0	4302.0	4020.0
SERPINA1_-_94854886.23-P1_h1_Top5	SERPINA1_P1	1004.0	2642.0	2344.0
SERPINA1_-_94854918.23-P1_h1_Top5	SERPINA1_P1	2931.0	7205.0	8144.0
SERPINA1_-_94854936.23-P1_h1_Top5	SERPINA1_P1	2182.0	6187.0	6172.0
SERPINA1_-_94856929.23-P2_h1_Top5	SERPINA1_P2	1804.0	4810.0	5585.0
SERPINA1_-_94856932.23-P2_h1_Top5	SERPINA1_P2	2112.0	2441.0	2597.0
SERPINA5_+_95027799.23-P2_h1_Top5	SERPINA5_P2	1409.0	3137.0	3128.0
SERPINA5_+_95027829.23-P2_h1_Top5	SERPINA5_P2	2285.0	6151.0	6808.0
SERPINA5_+_95047767.23-P1_h1_Top5	SERPINA5_P1	2425.0	4506.0	4318.0
SERPINA5_+_95047854.23-P1_h1_Top5	SERPINA5_P1	1646.0	3871.0	4260.0
SERPINA5_-_95027806.23-P2_h1_Top5	SERPINA5_P2	1786.0	3924.0	4155.0
SERPINA5_-_95027873.23-P2_h1_Top5	SERPINA5_P2	1928.0	4937.0	5389.0
SERPINA5_-_95027877.23-P2_h1_Top5	SERPINA5_P2	1562.0	3526.0	3970.0
SERPINA5_-_95047820.23-P1_h1_Top5	SERPINA5_P1	1199.0	2933.0	3125.0
SERPINA5_-_95047861.23-P1_h1_Top5	SERPINA5_P1	881.0	1306.0	1214.0
SERPINA5_-_95048169.23-P1_h1_Top5	SERPINA5_P1	1448.0	3790.0	3411.0
SERPINB2_+_61554915.23-P1_h1_Top5	SERPINB2_P1	2079.0	3908.0	4873.0
SERPINB2_+_61554925.23-P1_h1_Top5	SERPINB2_P1	3353.0	7653.0	7943.0
SERPINB2_+_61554989.23-P1_h1_Top5	SERPINB2_P1	2925.0	6443.0	7382.0
SERPINB2_+_61558764.23-P2_h1_Top5	SERPINB2_P2	555.0	1167.0	1162.0
SERPINB2_+_61558769.23-P2_h1_Top5	SERPINB2_P2	1611.0	4021.0	3141.0
SERPINB2_+_61559023.23-P2_h1_Top5	SERPINB2_P2	2195.0	4289.0	4399.0
SERPINB2_+_61559228.23-P2_h1_Top5	SERPINB2_P2	1485.0	3858.0	3015.0
SERPINB2_-_61555004.23-P1_h1_Top5	SERPINB2_P1	2392.0	5410.0	5623.0
SERPINB2_-_61555133.23-P1_h1_Top5	SERPINB2_P1	2187.0	4019.0	4587.0
SERPINB2_-_61558820.23-P2_h1_Top5	SERPINB2_P2	3488.0	9687.0	8866.0
SERPINB3_+_61328668.23-P1P2_h1_Top5	SERPINB3	6486.0	16594.0	16962.0
SERPINB3_+_61328716.23-P1P2_h1_Top5	SERPINB3	1507.0	2989.0	3026.0
SERPINB3_-_61328735.23-P1P2_h1_Top5	SERPINB3	1364.0	3014.0	3103.0
SERPINB3_-_61328746.23-P1P2_h1_Top5	SERPINB3	4175.0	9565.0	9432.0
SERPINB3_-_61328751.23-P1P2_h1_Top5	SERPINB3	1551.0	2842.0	3234.0
SERPINB6_+_2971493.23-P1P2_h1_Top5	SERPINB6	1800.0	4726.0	5095.0
SERPINB6_+_2971503.23-P1P2_h1_Top5	SERPINB6	847.0	4006.0	3549.0
SERPINB6_-_2971134.23-P1P2_h1_Top5	SERPINB6	402.0	1627.0	1420.0
SERPINB6_-_2971548.23-P1P2_h1_Top5	SERPINB6	758.0	1045.0	1397.0
SERPINB6_-_2971798.23-P1P2_h1_Top5	SERPINB6	1494.0	3632.0	3617.0
