sgRNA	Gene	t0	iPSC_t10_1	iPSC_t10_2
ACYP2_-_54343153.23-P1P2_h1_Top5	ACYP2	1674.0	4779.0	3750.0
ACYP2_-_54343157.23-P1P2_h1_Top5	ACYP2	1425.0	3561.0	3575.0
ACYP2_-_54343180.23-P1P2_h1_Top5	ACYP2	2743.0	5476.0	4919.0
ADAM33_+_3662271.23-P1P2_h1_Top5	ADAM33	1872.0	4913.0	5906.0
ADAM33_+_3662642.23-P1P2_h1_Top5	ADAM33	1811.0	4173.0	4376.0
ADAM33_-_3662191.23-P1P2_h1_Top5	ADAM33	3255.0	7526.0	7697.0
ADAM33_-_3662194.23-P1P2_h1_Top5	ADAM33	1587.0	4487.0	4096.0
ADAM33_-_3662638.23-P1P2_h1_Top5	ADAM33	608.0	1976.0	1886.0
ADAMTS5_+_28339356.23-P1P2_h1_Top5	ADAMTS5	2278.0	4183.0	5711.0
ADAMTS5_+_28339363.23-P1P2_h1_Top5	ADAMTS5	1137.0	2493.0	2553.0
ADAMTS5_-_28338950.23-P1P2_h1_Top5	ADAMTS5	575.0	1153.0	1672.0
ADAMTS5_-_28339372.23-P1P2_h1_Top5	ADAMTS5	969.0	1762.0	2057.0
ADAMTS5_-_28339421.23-P1P2_h1_Top5	ADAMTS5	1267.0	3052.0	3325.0
ADCK1_+_78266506.23-P1P2_h1_Top5	ADCK1	3222.0	7382.0	5806.0
ADCK1_-_78266512.23-P1P2_h1_Top5	ADCK1	909.0	2143.0	2060.0
ADCK1_-_78266523.23-P1P2_h1_Top5	ADCK1	939.0	2544.0	3406.0
ADCK1_-_78266828.23-P1P2_h1_Top5	ADCK1	2517.0	5794.0	4908.0
ADCK1_-_78266900.23-P1P2_h1_Top5	ADCK1	3239.0	6132.0	7220.0
ADCK2_+_140372748.23-P1P2_h1_Top5	ADCK2	1299.0	3694.0	3622.0
ADCK2_+_140373084.23-P1P2_h1_Top5	ADCK2	2945.0	7611.0	7830.0
ADCK2_+_140373152.23-P1P2_h1_Top5	ADCK2	1795.0	3752.0	3497.0
ADCK2_-_140373160.23-P1P2_h1_Top5	ADCK2	1176.0	2804.0	3217.0
ADCK2_-_140373404.23-P1P2_h1_Top5	ADCK2	379.0	1001.0	869.0
ADCK3_+_227128242.23-P1P2_h1_Top5	ADCK3	1671.0	3541.0	3520.0
ADCK3_+_227128400.23-P1P2_h1_Top5	ADCK3	1098.0	2505.0	2270.0
ADCK3_-_227128046.23-P1P2_h1_Top5	ADCK3	1130.0	2313.0	2394.0
ADCK3_-_227128055.23-P1P2_h1_Top5	ADCK3	978.0	949.0	1145.0
ADCK3_-_227128078.23-P1P2_h1_Top5	ADCK3	1634.0	4275.0	3564.0
ADCK4_+_41222752.23-P1P2_h1_Top5	ADCK4	1724.0	4247.0	4875.0
ADCK4_-_41222351.23-P1P2_h1_Top5	ADCK4	935.0	2514.0	2133.0
ADCK4_-_41222709.23-P1P2_h1_Top5	ADCK4	2714.0	6678.0	6248.0
ADCK4_-_41222769.23-P1P2_h1_Top5	ADCK4	2010.0	5425.0	5232.0
ADCK4_-_41222791.23-P1P2_h1_Top5	ADCK4	388.0	897.0	1484.0
ADCK5_+_145597793.23-P1P2_h1_Top5	ADCK5	133.0	204.0	206.0
ADCK5_-_145597191.23-P1P2_h1_Top5	ADCK5	1554.0	3751.0	3717.0
ADCK5_-_145597250.23-P1P2_h1_Top5	ADCK5	1237.0	2252.0	2603.0
ADCK5_-_145597781.23-P1P2_h1_Top5	ADCK5	1818.0	5447.0	5846.0
ADCK5_-_145597789.23-P1P2_h1_Top5	ADCK5	2103.0	4639.0	5258.0
ADC_+_33546832.23-P1P2_h1_Top5	ADC	2521.0	6858.0	6614.0
ADC_+_33546850.23-P1P2_h1_Top5	ADC	605.0	479.0	553.0
ADC_+_33546977.23-P1P2_h1_Top5	ADC	1456.0	4108.0	3689.0
ADC_-_33546826.23-P1P2_h1_Top5	ADC	1302.0	3193.0	3737.0
ADC_-_33546829.23-P1P2_h1_Top5	ADC	957.0	2441.0	2480.0
ADH1B_+_100242040.23-P1P2_h1_Top5	ADH1B	1100.0	2300.0	2157.0
ADH1B_+_100242511.23-P1P2_h1_Top5	ADH1B	3046.0	6533.0	6484.0
ADH1B_-_100242120.23-P1P2_h1_Top5	ADH1B	9987.0	25029.0	24907.0
ADH1B_-_100242280.23-P1P2_h1_Top5	ADH1B	5257.0	13126.0	14145.0
ADH1B_-_100242333.23-P1P2_h1_Top5	ADH1B	1644.0	5363.0	4138.0
ADH1C_+_100273655.23-P1P2_h1_Top5	ADH1C	3770.0	12496.0	14389.0
ADH1C_-_100273471.23-P1P2_h1_Top5	ADH1C	10955.0	27419.0	29301.0
ADH1C_-_100273518.23-P1P2_h1_Top5	ADH1C	7407.0	17747.0	19652.0
ADH1C_-_100273879.23-P1P2_h1_Top5	ADH1C	1868.0	4318.0	3909.0
ADH1C_-_100273923.23-P1P2_h1_Top5	ADH1C	2810.0	7422.0	7272.0
ADH4_+_100065429.23-P1P2_h1_Top5	ADH4	1903.0	4577.0	3967.0
ADH4_+_100065433.23-P1P2_h1_Top5	ADH4	5130.0	12126.0	11143.0
ADH4_+_100065444.23-P1P2_h1_Top5	ADH4	1141.0	2890.0	3182.0
ADH4_+_100065450.23-P1P2_h1_Top5	ADH4	1416.0	4262.0	4464.0
ADH4_-_100065227.23-P1P2_h1_Top5	ADH4	2198.0	5529.0	4933.0
ADH5_+_100009684.23-P1P2_h1_Top5	ADH5	906.0	2275.0	2217.0
ADH5_+_100009798.23-P1P2_h1_Top5	ADH5	2158.0	4463.0	4077.0
ADH5_+_100009821.23-P1P2_h1_Top5	ADH5	1121.0	2376.0	2305.0
ADH5_+_100009838.23-P1P2_h1_Top5	ADH5	1274.0	3042.0	2766.0
ADH5_-_100009831.23-P1P2_h1_Top5	ADH5	764.0	1452.0	1622.0
ADK_+_75911404.23-P2_h1_Top5	ADK_P2	1212.0	644.0	551.0
ADK_+_75911444.23-P2_h1_Top5	ADK_P2	1341.0	2604.0	2832.0
ADK_+_75936517.23-P1_h1_Top5	ADK_P1	389.0	1000.0	1075.0
ADK_+_75936538.23-P1_h1_Top5	ADK_P1	1753.0	4290.0	4760.0
ADK_+_75936570.23-P1_h1_Top5	ADK_P1	273.0	421.0	566.0
ADK_+_75936748.23-P1_h1_Top5	ADK_P1	24.0	774.0	755.0
ADK_-_75911021.23-P2_h1_Top5	ADK_P2	3033.0	7028.0	7454.0
ADK_-_75911025.23-P2_h1_Top5	ADK_P2	439.0	743.0	1062.0
ADK_-_75911437.23-P2_h1_Top5	ADK_P2	3490.0	7099.0	8253.0
ADK_-_75936578.23-P1_h1_Top5	ADK_P1	1982.0	5120.0	4233.0
ADORA1_+_203096891.23-P1P2_h1_Top5	ADORA1	1960.0	3744.0	4006.0
ADORA1_+_203097450.23-P1P2_h1_Top5	ADORA1	1040.0	2914.0	2752.0
ADORA1_+_203097472.23-P1P2_h1_Top5	ADORA1	2229.0	4716.0	4503.0
ADORA1_+_203097506.23-P1P2_h1_Top5	ADORA1	2113.0	5290.0	5227.0
ADORA1_-_203096974.23-P1P2_h1_Top5	ADORA1	1837.0	4140.0	5309.0
ADORA2A_+_24820308.23-P1P2_h1_Top5	ADORA2A	2836.0	6431.0	7360.0
ADORA2A_-_24819888.23-P1P2_h1_Top5	ADORA2A	1899.0	4241.0	4321.0
ADORA2A_-_24819903.23-P1P2_h1_Top5	ADORA2A	642.0	1045.0	1116.0
ADORA2A_-_24819947.23-P1P2_h1_Top5	ADORA2A	1764.0	4101.0	4123.0
ADORA2A_-_24820281.23-P1P2_h1_Top5	ADORA2A	1083.0	1591.0	1913.0
ADORA2B_+_15848686.23-P1P2_h1_Top5	ADORA2B	2134.0	5129.0	5607.0
ADORA2B_+_15848965.23-P1P2_h1_Top5	ADORA2B	169.0	1068.0	717.0
ADORA2B_-_15848659.23-P1P2_h1_Top5	ADORA2B	1470.0	2899.0	3340.0
ADORA2B_-_15848791.23-P1P2_h1_Top5	ADORA2B	1348.0	4079.0	3439.0
ADORA2B_-_15848949.23-P1P2_h1_Top5	ADORA2B	960.0	2345.0	1777.0
ADORA3_+_112031013.23-P1_h1_Top5	ADORA3_P1	1382.0	2986.0	4048.0
ADORA3_+_112031386.23-P1_h1_Top5	ADORA3_P1	2087.0	4216.0	4859.0
ADORA3_+_112031407.23-P1_h1_Top5	ADORA3_P1	886.0	2176.0	2431.0
ADORA3_+_112031411.23-P1_h1_Top5	ADORA3_P1	1219.0	2192.0	1554.0
ADORA3_+_112031418.23-P1_h1_Top5	ADORA3_P1	3136.0	6931.0	7804.0
ADORA3_+_112045890.23-P2_h1_Top5	ADORA3_P2	5324.0	12366.0	12410.0
ADORA3_+_112046055.23-P2_h1_Top5	ADORA3_P2	807.0	1922.0	1542.0
ADORA3_+_112046115.23-P2_h1_Top5	ADORA3_P2	476.0	828.0	825.0
ADORA3_+_112046284.23-P2_h1_Top5	ADORA3_P2	2280.0	5894.0	5602.0
ADORA3_-_112046251.23-P2_h1_Top5	ADORA3_P2	1307.0	2579.0	3107.0
ADRA1A_+_26724406.23-P1P2_h1_Top5	ADRA1A	1185.0	2749.0	2563.0
ADRA1A_-_26724311.23-P1P2_h1_Top5	ADRA1A	1077.0	2764.0	2886.0
ADRA1A_-_26724340.23-P1P2_h1_Top5	ADRA1A	1729.0	4385.0	4765.0
ADRA1A_-_26724356.23-P1P2_h1_Top5	ADRA1A	1100.0	2232.0	2852.0
ADRA1A_-_26724373.23-P1P2_h1_Top5	ADRA1A	2029.0	4557.0	5199.0
ADRA1B_+_159343520.23-P1P2_h1_Top5	ADRA1B	1553.0	4316.0	4648.0
ADRA1B_+_159344209.23-P1P2_h1_Top5	ADRA1B	486.0	858.0	860.0
ADRA1B_+_159344222.23-P1P2_h1_Top5	ADRA1B	410.0	1294.0	1495.0
ADRA1B_-_159343504.23-P1P2_h1_Top5	ADRA1B	1718.0	3081.0	3827.0
ADRA1B_-_159343900.23-P1P2_h1_Top5	ADRA1B	2065.0	4365.0	4800.0
ADRA1D_+_4229485.23-P1P2_h1_Top5	ADRA1D	2707.0	4595.0	3693.0
ADRA1D_-_4229164.23-P1P2_h1_Top5	ADRA1D	1079.0	3308.0	3796.0
ADRA1D_-_4229250.23-P1P2_h1_Top5	ADRA1D	2063.0	4000.0	3849.0
ADRA1D_-_4229495.23-P1P2_h1_Top5	ADRA1D	1300.0	2969.0	2666.0
ADRA1D_-_4229926.23-P1P2_h1_Top5	ADRA1D	2361.0	5910.0	6203.0
ADRA2A_-_112837142.23-P1P2_h1_Top5	ADRA2A	2058.0	5041.0	5185.0
ADRA2A_-_112837201.23-P1P2_h1_Top5	ADRA2A	788.0	2138.0	2434.0
ADRA2A_-_112837216.23-P1P2_h1_Top5	ADRA2A	708.0	391.0	593.0
ADRA2A_-_112837238.23-P1P2_h1_Top5	ADRA2A	3874.0	9071.0	9999.0
ADRA2A_-_112837251.23-P1P2_h1_Top5	ADRA2A	2393.0	5771.0	5544.0
ADRA2B_+_96781839.23-P1P2_h1_Top5	ADRA2B	928.0	1519.0	1935.0
ADRA2B_-_96781873.23-P1P2_h1_Top5	ADRA2B	4245.0	10293.0	9408.0
ADRA2B_-_96781894.23-P1P2_h1_Top5	ADRA2B	1696.0	3959.0	4111.0
ADRA2B_-_96782243.23-P1P2_h1_Top5	ADRA2B	2904.0	8308.0	8135.0
ADRA2B_-_96782246.23-P1P2_h1_Top5	ADRA2B	135.0	500.0	564.0
ADRA2C_+_3768074.23-P1P2_h1_Top5	ADRA2C	651.0	1089.0	1007.0
ADRA2C_+_3768082.23-P1P2_h1_Top5	ADRA2C	1903.0	4292.0	4260.0
ADRA2C_+_3768098.23-P1P2_h1_Top5	ADRA2C	987.0	1741.0	2374.0
ADRA2C_-_3767700.23-P1P2_h1_Top5	ADRA2C	1886.0	4096.0	3934.0
ADRA2C_-_3767888.23-P1P2_h1_Top5	ADRA2C	709.0	1558.0	1298.0
ADRB1_+_115804002.23-P1P2_h1_Top5	ADRB1	1254.0	3127.0	2728.0
ADRB1_-_115803895.23-P1P2_h1_Top5	ADRB1	1107.0	3126.0	2915.0
ADRB1_-_115804061.23-P1P2_h1_Top5	ADRB1	724.0	1286.0	1411.0
ADRB1_-_115804069.23-P1P2_h1_Top5	ADRB1	2145.0	4614.0	4224.0
ADRB1_-_115804075.23-P1P2_h1_Top5	ADRB1	1975.0	4051.0	3245.0
ADRB2_+_148206220.23-P1P2_h1_Top5	ADRB2	1390.0	3527.0	2962.0
ADRB2_+_148206227.23-P1P2_h1_Top5	ADRB2	3219.0	6174.0	7595.0
ADRB2_-_148206186.23-P1P2_h1_Top5	ADRB2	2006.0	3785.0	4337.0
ADRB2_-_148206207.23-P1P2_h1_Top5	ADRB2	682.0	1590.0	1766.0
ADRB2_-_148206413.23-P1P2_h1_Top5	ADRB2	1389.0	2803.0	2306.0
ADRB3_+_37822768.23-P1P2_h1_Top5	ADRB3	117.0	679.0	395.0
ADRB3_-_37822919.23-P1P2_h1_Top5	ADRB3	1543.0	2451.0	2543.0
ADRB3_-_37823380.23-P1P2_h1_Top5	ADRB3	2016.0	4789.0	4660.0
ADRB3_-_37823667.23-P1P2_h1_Top5	ADRB3	1859.0	4157.0	3973.0
ADRB3_-_37823742.23-P1P2_h1_Top5	ADRB3	1821.0	4598.0	4933.0
ADRBK1_+_67033933.23-P1P2_h1_Top5	ADRBK1	914.0	2316.0	2368.0
ADRBK1_+_67034195.23-P1P2_h1_Top5	ADRBK1	1294.0	1714.0	1652.0
ADRBK1_+_67034566.23-P1P2_h1_Top5	ADRBK1	2319.0	6146.0	5626.0
ADRBK1_-_67033953.23-P1P2_h1_Top5	ADRBK1	1941.0	4952.0	5326.0
ADRBK1_-_67034001.23-P1P2_h1_Top5	ADRBK1	618.0	1741.0	1768.0
ADRBK2_+_25960616.23-P1P2_h1_Top5	ADRBK2	5773.0	11311.0	11260.0
ADRBK2_-_25960625.23-P1P2_h1_Top5	ADRBK2	431.0	495.0	525.0
ADRBK2_-_25960628.23-P1P2_h1_Top5	ADRBK2	2282.0	2793.0	2894.0
ADRBK2_-_25960707.23-P1P2_h1_Top5	ADRBK2	2332.0	5181.0	5683.0
ADRBK2_-_25960854.23-P1P2_h1_Top5	ADRBK2	1302.0	2798.0	2809.0
ADSSL1_+_105190776.23-P1P2_h1_Top5	ADSSL1	2083.0	4697.0	4939.0
ADSSL1_+_105190789.23-P1P2_h1_Top5	ADSSL1	1199.0	2964.0	3078.0
ADSSL1_+_105190984.23-P1P2_h1_Top5	ADSSL1	1879.0	4315.0	4959.0
ADSSL1_-_105190591.23-P1P2_h1_Top5	ADSSL1	490.0	1027.0	1063.0
ADSSL1_-_105190615.23-P1P2_h1_Top5	ADSSL1	1582.0	3803.0	3469.0
AFG3L2_+_12377215.23-P1P2_h1_Top5	AFG3L2	122.0	93.0	124.0
AFG3L2_-_12377072.23-P1P2_h1_Top5	AFG3L2	90.0	353.0	85.0
AFG3L2_-_12377209.23-P1P2_h1_Top5	AFG3L2	310.0	197.0	236.0
AFG3L2_-_12377212.23-P1P2_h1_Top5	AFG3L2	18.0	0.0	0.0
AFG3L2_-_12377232.23-P1P2_h1_Top5	AFG3L2	2.0	168.0	193.0
AGTR1_+_148416039.23-P1P2_h1_Top5	AGTR1	1784.0	4549.0	4153.0
AGTR1_+_148416061.23-P1P2_h1_Top5	AGTR1	2631.0	7545.0	7904.0
AGTR1_-_148415743.23-P1P2_h1_Top5	AGTR1	450.0	1203.0	855.0
AGTR1_-_148415748.23-P1P2_h1_Top5	AGTR1	1302.0	3720.0	4168.0
AGTR1_-_148415793.23-P1P2_h1_Top5	AGTR1	1375.0	3198.0	3049.0
AGTR2_+_115301983.23-P1P2_h1_Top5	AGTR2	837.0	1051.0	1683.0
AGTR2_+_115302459.23-P1P2_h1_Top5	AGTR2	1705.0	5165.0	4581.0
AGTR2_-_115301994.23-P1P2_h1_Top5	AGTR2	1924.0	4275.0	4955.0
AGTR2_-_115302232.23-P1P2_h1_Top5	AGTR2	301.0	806.0	771.0
AGTR2_-_115302383.23-P1P2_h1_Top5	AGTR2	938.0	2817.0	2399.0
AGXT2_+_35048018.23-P1P2_h1_Top5	AGXT2	527.0	443.0	734.0
AGXT2_-_35047934.23-P1P2_h1_Top5	AGXT2	1719.0	3056.0	3399.0
AGXT2_-_35047958.23-P1P2_h1_Top5	AGXT2	1216.0	3537.0	2881.0
AGXT2_-_35047966.23-P1P2_h1_Top5	AGXT2	37.0	171.0	167.0
AGXT2_-_35048026.23-P1P2_h1_Top5	AGXT2	657.0	1603.0	2146.0
AGXT_+_241808192.23-P1P2_h1_Top5	AGXT	551.0	180.0	168.0
AGXT_+_241808286.23-P1P2_h1_Top5	AGXT	2121.0	5174.0	4998.0
AGXT_+_241808483.23-P1P2_h1_Top5	AGXT	2845.0	5878.0	6345.0
AGXT_+_241808706.23-P1P2_h1_Top5	AGXT	1120.0	3699.0	3111.0
AGXT_-_241808273.23-P1P2_h1_Top5	AGXT	1816.0	4413.0	5118.0
AHCY_-_32890731.23-P1P2_h1_Top5	AHCY	1221.0	3348.0	4187.0
AHCY_-_32890950.23-P1P2_h1_Top5	AHCY	1707.0	5414.0	4892.0
AHCY_-_32891095.23-P1P2_h1_Top5	AHCY	3158.0	8680.0	8060.0
AHCY_-_32891101.23-P1P2_h1_Top5	AHCY	1727.0	3424.0	3568.0
AHCY_-_32891145.23-P1P2_h1_Top5	AHCY	851.0	1664.0	1635.0
AK1_+_130639930.23-P1P2_h1_Top5	AK1	1991.0	3649.0	2961.0
AK1_+_130639945.23-P1P2_h1_Top5	AK1	1977.0	4039.0	4100.0
AK1_-_130639512.23-P1P2_h1_Top5	AK1	4820.0	11563.0	11026.0
AK1_-_130639710.23-P1P2_h1_Top5	AK1	1323.0	2286.0	2607.0
AK1_-_130639906.23-P1P2_h1_Top5	AK1	1645.0	4330.0	4955.0
AK2_+_33502042.23-P1P2_h1_Top5	AK2	1439.0	3316.0	3644.0
AK2_+_33502056.23-P1P2_h1_Top5	AK2	694.0	1835.0	2006.0
AK2_+_33502088.23-P1P2_h1_Top5	AK2	3193.0	6130.0	6214.0
AK2_+_33502194.23-P1P2_h1_Top5	AK2	731.0	2288.0	2092.0
AK2_+_33502475.23-P1P2_h1_Top5	AK2	1144.0	2018.0	2465.0
AK3_+_4740766.23-P1P2_h1_Top5	AK3	975.0	2051.0	2348.0
AK3_+_4740798.23-P1P2_h1_Top5	AK3	1180.0	2514.0	2852.0
AK3_-_4740765.23-P1P2_h1_Top5	AK3	761.0	1520.0	1739.0
AK3_-_4741156.23-P1P2_h1_Top5	AK3	1769.0	2964.0	3846.0
AK3_-_4741205.23-P1P2_h1_Top5	AK3	1476.0	2803.0	3288.0
AK4_+_65613321.23-P1P2_h1_Top5	AK4	1619.0	3959.0	3385.0
AK4_+_65614269.23-P1P2_h1_Top5	AK4	990.0	2396.0	2237.0
AK4_-_65613240.23-P1P2_h1_Top5	AK4	1755.0	6081.0	4718.0
AK4_-_65613440.23-P1P2_h1_Top5	AK4	2022.0	6401.0	5686.0
AK4_-_65613504.23-P1P2_h1_Top5	AK4	1348.0	2205.0	2591.0
AK5_-_77747738.23-P1P2_h1_Top5	AK5	931.0	2071.0	2403.0
AK5_-_77747887.23-P1P2_h1_Top5	AK5	1951.0	4277.0	3963.0
AK5_-_77748084.23-P1P2_h1_Top5	AK5	1284.0	2784.0	3221.0
AK5_-_77748096.23-P1P2_h1_Top5	AK5	1431.0	2990.0	3203.0
AK5_-_77748351.23-P1P2_h1_Top5	AK5	1609.0	3412.0	2839.0
AK7_+_96858465.23-P1P2_h1_Top5	AK7	3422.0	7342.0	7631.0
AK7_+_96858485.23-P1P2_h1_Top5	AK7	47.0	132.0	185.0
AK7_+_96858941.23-P1P2_h1_Top5	AK7	3071.0	6655.0	7899.0
AK7_-_96858547.23-P1P2_h1_Top5	AK7	1359.0	3778.0	3781.0
AK7_-_96858913.23-P1P2_h1_Top5	AK7	1229.0	252.0	380.0
AK8_+_135753659.23-P1P2_h1_Top5	AK8	445.0	1633.0	1574.0
AK8_+_135753664.23-P1P2_h1_Top5	AK8	1057.0	2074.0	1633.0
AK8_-_135753610.23-P1P2_h1_Top5	AK8	669.0	1072.0	1204.0
AK8_-_135753634.23-P1P2_h1_Top5	AK8	2747.0	7358.0	6352.0
AK8_-_135754341.23-P1P2_h1_Top5	AK8	1217.0	3409.0	4119.0
AKAP10_+_19881070.23-P1P2_h1_Top5	AKAP10	988.0	2553.0	1791.0
AKAP10_+_19881078.23-P1P2_h1_Top5	AKAP10	988.0	1517.0	1300.0
AKAP10_+_19881106.23-P1P2_h1_Top5	AKAP10	896.0	2027.0	2320.0
AKAP10_+_19881109.23-P1P2_h1_Top5	AKAP10	1891.0	3869.0	4269.0
AKAP10_+_19881129.23-P1P2_h1_Top5	AKAP10	2055.0	4593.0	4883.0
AKAP11_+_42846358.23-P1P2_h1_Top5	AKAP11	1597.0	3413.0	3325.0
AKAP11_+_42846376.23-P1P2_h1_Top5	AKAP11	1500.0	3839.0	3939.0
AKAP11_+_42846479.23-P1P2_h1_Top5	AKAP11	222.0	1.0	4.0
AKAP11_+_42846688.23-P1P2_h1_Top5	AKAP11	1835.0	5053.0	5023.0
AKAP11_-_42846604.23-P1P2_h1_Top5	AKAP11	896.0	1728.0	1551.0
AKAP12_+_151561539.23-P1_h1_Top5	AKAP12_P1	1122.0	2084.0	2444.0
AKAP12_+_151646838.23-P2_h1_Top5	AKAP12_P2	1172.0	1543.0	1417.0
AKAP12_+_151646850.23-P2_h1_Top5	AKAP12_P2	676.0	1716.0	2038.0
AKAP12_+_151647266.23-P2_h1_Top5	AKAP12_P2	2488.0	7348.0	7122.0
AKAP12_-_151561572.23-P1_h1_Top5	AKAP12_P1	2228.0	5023.0	4698.0
AKAP12_-_151561599.23-P1_h1_Top5	AKAP12_P1	1241.0	3033.0	3059.0
AKAP12_-_151561609.23-P1_h1_Top5	AKAP12_P1	1108.0	1925.0	2578.0
AKAP12_-_151562006.23-P1_h1_Top5	AKAP12_P1	2405.0	4184.0	5306.0
AKAP12_-_151646835.23-P2_h1_Top5	AKAP12_P2	2932.0	7707.0	7866.0
AKAP12_-_151646844.23-P2_h1_Top5	AKAP12_P2	945.0	1291.0	1746.0
AKAP13_+_85923789.23-P1P2_h1_Top5	AKAP13	1646.0	3304.0	2723.0
AKAP13_+_85923863.23-P1P2_h1_Top5	AKAP13	1906.0	5287.0	5598.0
AKAP13_+_85923876.23-P1P2_h1_Top5	AKAP13	1338.0	2329.0	3145.0
AKAP13_+_85924198.23-P1P2_h1_Top5	AKAP13	1399.0	2481.0	3181.0
AKAP13_+_85924290.23-P1P2_h1_Top5	AKAP13	719.0	1943.0	2386.0
AKAP14_+_119030176.23-P1P2_h1_Top5	AKAP14	1893.0	4364.0	4115.0
AKAP14_+_119030185.23-P1P2_h1_Top5	AKAP14	4226.0	10465.0	11168.0
AKAP14_+_119030227.23-P1P2_h1_Top5	AKAP14	1226.0	3117.0	2453.0
AKAP14_+_119030337.23-P1P2_h1_Top5	AKAP14	2732.0	6429.0	6578.0
AKAP14_-_119030368.23-P1P2_h1_Top5	AKAP14	1166.0	2944.0	2606.0
AKAP1_+_55162988.23-P1P2_h1_Top5	AKAP1	2053.0	4808.0	5043.0
AKAP1_+_55162999.23-P1P2_h1_Top5	AKAP1	1576.0	3315.0	3372.0
AKAP1_+_55163111.23-P1P2_h1_Top5	AKAP1	1707.0	3686.0	3838.0
AKAP1_-_55162653.23-P1P2_h1_Top5	AKAP1	810.0	1650.0	1765.0
AKAP1_-_55162661.23-P1P2_h1_Top5	AKAP1	1063.0	840.0	1379.0
AKAP3_+_4754219.23-P2_h1_Top5	AKAP3_P2	1460.0	4236.0	3593.0
AKAP3_+_4757792.23-P1_h1_Top5	AKAP3_P1	1958.0	5208.0	4470.0
AKAP3_+_4757813.23-P1_h1_Top5	AKAP3_P1	1550.0	5983.0	5201.0
AKAP3_+_4758137.23-P1_h1_Top5	AKAP3_P1	2545.0	5708.0	5406.0
AKAP3_-_4754118.23-P2_h1_Top5	AKAP3_P2	1599.0	3393.0	2869.0
AKAP3_-_4754189.23-P2_h1_Top5	AKAP3_P2	1624.0	3070.0	3696.0
AKAP3_-_4754248.23-P2_h1_Top5	AKAP3_P2	3486.0	7885.0	9048.0
AKAP3_-_4754290.23-P2_h1_Top5	AKAP3_P2	2888.0	8027.0	7628.0
AKAP3_-_4758021.23-P1_h1_Top5	AKAP3_P1	1510.0	2646.0	2714.0
AKAP3_-_4758224.23-P1_h1_Top5	AKAP3_P1	2932.0	2904.0	2667.0
AKAP4_+_49964966.23-P1P2_h1_Top5	AKAP4	590.0	1451.0	1388.0
AKAP4_+_49964995.23-P1P2_h1_Top5	AKAP4	1246.0	3019.0	3248.0
AKAP4_+_49965047.23-P1P2_h1_Top5	AKAP4	1510.0	3937.0	3497.0
AKAP4_+_49965636.23-P1P2_h1_Top5	AKAP4	2860.0	6767.0	6947.0
AKAP4_+_49965647.23-P1P2_h1_Top5	AKAP4	1756.0	4043.0	4935.0
AKAP5_+_64932286.23-P1P2_h1_Top5	AKAP5	1398.0	3155.0	3078.0
AKAP5_+_64932289.23-P1P2_h1_Top5	AKAP5	1082.0	3219.0	3179.0
AKAP5_+_64932523.23-P1P2_h1_Top5	AKAP5	1584.0	4147.0	3929.0
AKAP5_-_64932236.23-P1P2_h1_Top5	AKAP5	514.0	1556.0	1420.0
AKAP5_-_64932248.23-P1P2_h1_Top5	AKAP5	637.0	1327.0	1500.0
AKAP6_+_32798551.23-P1P2_h1_Top5	AKAP6	2321.0	4853.0	5518.0
AKAP6_+_32798898.23-P1P2_h1_Top5	AKAP6	5393.0	13390.0	13005.0
AKAP6_-_32798545.23-P1P2_h1_Top5	AKAP6	2930.0	6516.0	6900.0
AKAP6_-_32798602.23-P1P2_h1_Top5	AKAP6	2187.0	6103.0	6137.0
AKAP6_-_32798679.23-P1P2_h1_Top5	AKAP6	3847.0	10018.0	9899.0
AKAP7_+_131456600.23-P1P2_h1_Top5	AKAP7	637.0	1374.0	1282.0
AKAP7_+_131456616.23-P1P2_h1_Top5	AKAP7	824.0	1164.0	2190.0
AKAP7_-_131456586.23-P1P2_h1_Top5	AKAP7	1341.0	2378.0	2236.0
AKAP7_-_131456595.23-P1P2_h1_Top5	AKAP7	660.0	2516.0	2147.0
AKAP7_-_131456599.23-P1P2_h1_Top5	AKAP7	2073.0	5084.0	5232.0
AKAP8L_+_15529720.23-P1P2_h1_Top5	AKAP8L	670.0	1265.0	1554.0
AKAP8L_+_15529754.23-P1P2_h1_Top5	AKAP8L	788.0	1152.0	1358.0
AKAP8L_+_15529786.23-P1P2_h1_Top5	AKAP8L	3264.0	5422.0	6542.0
AKAP8L_-_15529435.23-P1P2_h1_Top5	AKAP8L	925.0	1148.0	1637.0
AKAP8L_-_15529738.23-P1P2_h1_Top5	AKAP8L	727.0	1361.0	1538.0
AKAP8_+_15490522.23-P1P2_h1_Top5	AKAP8	1422.0	2377.0	2939.0
AKAP8_+_15490531.23-P1P2_h1_Top5	AKAP8	1296.0	2028.0	2353.0
AKAP8_+_15490538.23-P1P2_h1_Top5	AKAP8	2182.0	4915.0	5099.0
AKAP8_+_15490555.23-P1P2_h1_Top5	AKAP8	2002.0	5620.0	5122.0
AKAP8_+_15490566.23-P1P2_h1_Top5	AKAP8	4179.0	7146.0	8160.0
AKAP9_+_91570225.23-P1P2_h1_Top5	AKAP9	2912.0	6324.0	5407.0
AKAP9_+_91570245.23-P1P2_h1_Top5	AKAP9	1669.0	3625.0	3788.0
AKAP9_+_91570248.23-P1P2_h1_Top5	AKAP9	1622.0	4062.0	4136.0
